Pages	Language	LanguageGroup	German	English	Indonesian	Forms	OldFormOrig	OldFormChange
612	Wonumbai	Aru-Inseln	4	4	4	kai	kai	
612	Trangan	Aru-Inseln	4	4	4	kaua	kaua	
612	Koor	Südofter-Inseln	4	4	4	paät	paät	
612	Tijoor	Südofter-Inseln	4	4	4	hat	hat	
612	Watubella	Südofter-Inseln	4	4	4	fatta	fatta	
612	Goram	Südofter-Inseln	4	4	4	haat	haat	
612	Karufa	Neuguinea	4	4	4	bahdi	bahdi	
612	Nufoor	Neuguinea	4	4	4	fiak	fiak	
612	Andai	Neuguinea	4	4	4	taar	taar	
612	Hattam	Neuguinea	4	4	4	betai	betai	
612	Malaienländer	Sumātra	5	5	5	lima	lima	
612	Singkel	Sumātra	5	5	5	limau	limau	
612	Banjak-Inseln	Inselgruppen weftlich von Sumātra	5	5	5	lima	lima	
612	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	5	5	5	lima	lima	
612	Nias	Inselgruppen weftlich von Sumātra	5	5	5	lima	lima	
612	Engano	Inselgruppen weftlich von Sumātra	5	5	5	alieba	alieba	
612	Gorontalo	Selēbes	5	5	5	olimo	olimo	
612	Togean-Inseln	Selēbes	5	5	5	limo	limo	
612	Wammer	Aru-Inseln	5	5	5	lima	lima	
612	Wonumbai	Aru-Inseln	5	5	5	lima	lima	
612	Trangan	Aru-Inseln	5	5	5	lima	lima	
612	Koor	Südofter-Inseln	5	5	5	lima	lima	
612	Tijoor	Südofter-Inseln	5	5	5	lim	lim	
612	Watubella	Südofter-Inseln	5	5	5	lima	lima	
612	Goram	Südofter-Inseln	5	5	5	liem	liem	
612	Karufa	Neuguinea	5	5	5	rimi	rimi	
612	Nufoor	Neuguinea	5	5	5	rim	rim	
612	Andai	Neuguinea	5	5	5	meswai	meswai	
612	Hattam	Neuguinea	5	5	5	muhing	muhing	
612	Malaienländer	Sumātra	6	6	6	anam	anam	
612	Singkel	Sumātra	6	6	6	anam	anam	
612	Banjak-Inseln	Inselgruppen weftlich von Sumātra	6	6	6	anam	anam	
612	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	6	6	6	enen	enen	
612	Nias	Inselgruppen weftlich von Sumātra	6	6	6	ono	ono	
612	Engano	Inselgruppen weftlich von Sumātra	6	6	6	akiena	akiena	
612	Gorontalo	Selēbes	6	6	6	olomo	olomo	
612	Togean-Inseln	Selēbes	6	6	6	ono	ono	
612	Wammer	Aru-Inseln	6	6	6	dobu	dobu	
612	Wonumbai	Aru-Inseln	6	6	6	dubie	dubie	
612	Trangan	Aru-Inseln	6	6	6	dubie	dubie	
612	Koor	Südofter-Inseln	6	6	6	nähn	nähn	
612	Tijoor	Südofter-Inseln	6	6	6	onon	onon	
612	Watubella	Südofter-Inseln	6	6	6	onon	onon	
612	Goram	Südofter-Inseln	6	6	6	onon	onon	
612	Karufa	Neuguinea	6	6	6	rom-simoksi	rom-simoksi	
612	Nufoor	Neuguinea	6	6	6	onem	onem	
612	Andai	Neuguinea	6	6	6	kassuēm	kassuēm	
612	Hattam	Neuguinea	6	6	6	bridagoom	bridagoom	
612	Malaienländer	Sumātra	7	7	7	tudju	tudju	
612	Singkel	Sumātra	7	7	7	pitu	pitu	
612	Banjak-Inseln	Inselgruppen weftlich von Sumātra	7	7	7	fitu	fitu	
612	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	7	7	7	pito	pito	
612	Nias	Inselgruppen weftlich von Sumātra	7	7	7	fitu	fitu	
612	Engano	Inselgruppen weftlich von Sumātra	7	7	7	alieba-adua	alieba-adua	
612	Gorontalo	Selēbes	7	7	7	opitu	opitu	
612	Togean-Inseln	Selēbes	7	7	7	pitu	pitu	
612	Wammer	Aru-Inseln	7	7	7	doābem	doābem	
612	Wonumbai	Aru-Inseln	7	7	7	dubemie	dubemie	
612	Trangan	Aru-Inseln	7	7	7	dubèm	clubèm	dubèm
612	Koor	Südofter-Inseln	7	7	7	piet	piet	
612	Tijoor	Südofter-Inseln	7	7	7	fitu	fitu	
612	Watubella	Südofter-Inseln	7	7	7	fitu	fitu	
612	Goram	Südofter-Inseln	7	7	7	fitu	fitu	
612	Karufa	Neuguinea	7	7	7	rim-rueiti	rim-rueiti	
612	Nufoor	Neuguinea	7	7	7	fik	fik	
612	Andai	Neuguinea	7	7	7	kassiaan	kassiaan	
612	Hattam	Neuguinea	7	7	7	briwébetaai	briwébetaai	
612	Malaienländer	Sumātra	8	8	8	delapan	delapan	
612	Singkel	Sumātra	8	8	8	walu	walu	
612	Banjak-Inseln	Inselgruppen weftlich von Sumātra	8	8	8	walu	walu	
612	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	8	8	8	walo	walo	
612	Nias	Inselgruppen weftlich von Sumātra	8	8	8	walu	walu	
612	Engano	Inselgruppen weftlich von Sumātra	8	8	8	alieba-akelu	alieba-akelu	
612	Gorontalo	Selēbes	8	8	8	oalu	oalu	
612	Togean-Inseln	Selēbes	8	8	8	wapu	wapu	
612	Wammer	Aru-Inseln	8	8	8	karua	karua	
612	Wonumbai	Aru-Inseln	8	8	8	karuë	karuë	
612	Trangan	Aru-Inseln	8	8	8	karua	karua	
612	Koor	Südofter-Inseln	8	8	8	wah	wah	
612	Tijoor	Südofter-Inseln	8	8	8	alu	alu	
612	Watubella	Südofter-Inseln	8	8	8	alu	alu	
612	Goram	Südofter-Inseln	8	8	8	alu	alu	
612	Karufa	Neuguinea	8	8	8	rim-tahru	rim-tahru	
612	Nufoor	Neuguinea	8	8	8	waar	waar	
612	Andai	Neuguinea	8	8	8	kaskaar	kaskaar	
612	Hattam	Neuguinea	8	8	8	briwéningaai	briwéningaai	
613	Malaienländer	Sumātra	10	10	10	sapuhlu	sapuhlu	
613	Singkel	Sumātra	10	10	10	sapuhlu	sapuhlu	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	10	10	10	fuhlu	fuhlu	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	10	10	10	pulu	pulu	
613	Nias	Inselgruppen weftlich von Sumātra	10	10	10	fuhlu	fuhlu	
613	Engano	Inselgruppen weftlich von Sumātra	10	10	10	tahapulu	tahapulu	
613	Gorontalo	Selēbes	10	10	10	mopulu	mopulu	
613	Togean-Inseln	Selēbes	10	10	10	sampuiju	sampuiju	
613	Wammer	Aru-Inseln	10	10	10	ur	ur	
613	Wonumbai	Aru-Inseln	10	10	10	uwafa	uwafa	
613	Trangan	Aru-Inseln	10	10	10	urfafei	urfafei	
613	Koor	Südofter-Inseln	10	10	10	sapul	sapul	
613	Tijoor	Südofter-Inseln	10	10	10	utja	utja	
613	Watubella	Südofter-Inseln	10	10	10	utuha	utuha	
613	Goram	Südofter-Inseln	10	10	10	wutga	wutga	
613	Karufa	Neuguinea	10	10	10	putja	putja	
613	Nufoor	Neuguinea	10	10	10	samfur	samfur	
613	Andai	Neuguinea	10	10	10	kameswai	kameswai	
613	Hattam	Neuguinea	10	10	10	simnaai	simnaai	
613	Malaienländer	Sumātra	100	100	100	saratus	saratus	
613	Singkel	Sumātra	100	100	100	taratus	taratus	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	100	100	100	saratus	saratus	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	100	100	100	siegatu	siegatu	
613	Nias	Inselgruppen weftlich von Sumātra	100	100	100	otu	otu	
613	Engano	Inselgruppen weftlich von Sumātra	100	100	100	aliemai-takka	aliemai-takka	
613	Gorontalo	Selēbes	100	100	100	mahètutto	mahètutto	
613	Togean-Inseln	Selēbes	100	100	100	sadu	sadu	
613	Wammer	Aru-Inseln	100	100	100	ratieja	ratieja	
613	Wonumbai	Aru-Inseln	100	100	100	ratieja	ratieja	
613	Trangan	Aru-Inseln	100	100	100	ratieja	ratieja	
613	Koor	Südofter-Inseln	100	100	100	raas	raas	
613	Tijoor	Südofter-Inseln	100	100	100	rătja	rătja	
613	Watubella	Südofter-Inseln	100	100	100	ratua	ratua	
613	Goram	Südofter-Inseln	100	100	100	rătga	rătga	
613	Karufa	Neuguinea	100	100	100	raht	raht	
613	Nufoor	Neuguinea	100	100	100	utin	utin	
613	Malaienländer	Sumātra	15	15	15	lienablad	lienablad	
613	Singkel	Sumātra	15	15	15	sapuhlu-lima	sapuhlu-lima	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	15	15	15	fuhlu-lima	fuhlu-lima	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	15	15	15	pulu-limo	pulu-limo	
613	Nias	Inselgruppen weftlich von Sumātra	15	15	15	félé-lima	félé-lima	
613	Engano	Inselgruppen weftlich von Sumātra	15	15	15	tahapulu-alieba	tahapulu-alieba	
613	Gorontalo	Selēbes	15	15	15	mopulu-wauwolimo	mopulu-wauwolimo	
613	Togean-Inseln	Selēbes	15	15	15	sampuiju-limo	sampuiju-limo	
613	Wammer	Aru-Inseln	15	15	15	urfafeige-melima	urfafeige-melima	
613	Wonumbai	Aru-Inseln	15	15	15	uwafa-melima	uwafa-melima	
613	Trangan	Aru-Inseln	15	15	15	urfafei-melima	urfafei-melima	
613	Koor	Südofter-Inseln	15	15	15	sapu-melim	sapu-mĕlím	sapu-melim
613	Tijoor	Südofter-Inseln	15	15	15	utja-melim	utja-melim	
613	Watubella	Südofter-Inseln	15	15	15	utua-melima	utua-melima	
613	Goram	Südofter-Inseln	15	15	15	wutja-silim	wutja-silim	
613	Karufa	Neuguinea	15	15	15	putja-rimi	putja-rimi	
613	Nufoor	Neuguinea	15	15	15	samfur-sisserim	samfur-sisserim	
613	Andai	Neuguinea	15	15	15	meswai-paap	meswai-paap	
613	Hattam	Neuguinea	15	15	15	simmuhing	simmuhing	
613	Malaienländer	Sumātra	20	20	20	duapuhlu	duapuhlu	
613	Singkel	Sumātra	20	20	20	duapuhlu	duapuhlu	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	20	20	20	duafuhlu	duafuhlu	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	20	20	20	dongapulu	dongapulu	
613	Nias	Inselgruppen weftlich von Sumātra	20	20	20	dua-fuhlu	dua-fuhlu	
613	Engano	Inselgruppen weftlich von Sumātra	20	20	20	kahai-takka	kahai-takka	
613	Gorontalo	Selēbes	20	20	20	dulapulu	dulapulu	
613	Togean-Inseln	Selēbes	20	20	20	dijompuiju	[modijompuiju	dijompuiju
613	Wammer	Aru-Inseln	20	20	20	ufaferua	ufaferua	
613	Wonumbai	Aru-Inseln	20	20	20	urfaferuë	urfaferuë	
613	Trangan	Aru-Inseln	20	20	20	urfafeirua	urfafeirua	
613	Koor	Südofter-Inseln	20	20	20	utrua	utrua	
613	Tijoor	Südofter-Inseln	20	20	20	uturua	uturua	
613	Watubella	Südofter-Inseln	20	20	20	utrua	utrua	
613	Goram	Südofter-Inseln	20	20	20	wuturu	wuturu	
613	Karufa	Neuguinea	20	20	20	siumput-rueiti	siumput-rueiti	
613	Nufoor	Neuguinea	20	20	20	samfur-di-suru	samfur-di-suru	
613	Andai	Neuguinea	20	20	20	remetaunjaan	remetaunjaan	
613	Hattam	Neuguinea	20	20	20	semenatjaan	semenatjaan	
613	Malaienländer	Sumātra	50	50	50	limapuhlu	limapuhlu	
613	Singkel	Sumātra	50	50	50	limapuhlu	limapuhlu	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	50	50	50	limafuhlu	limafuhlu	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	50	50	50	limongapulu	limongapulu	
613	Nias	Inselgruppen weftlich von Sumātra	50	50	50	limafuhlu	limafuhlu	
613	Engano	Inselgruppen weftlich von Sumātra	50	50	50	Aduai-takka-kahei-pulu	Aduai-takka-kahei-pulu	
613	Gorontalo	Selēbes	50	50	50	limolopulu	limolopulu	
613	Togean-Inseln	Selēbes	50	50	50	limopuiju	limopuiju	
613	Wammer	Aru-Inseln	50	50	50	limaferua	limaferua	
613	Wonumbai	Aru-Inseln	50	50	50	limaferua	limaferua	
613	Trangan	Aru-Inseln	50	50	50	limafafeirua	limafafeirua	
613	Koor	Südofter-Inseln	50	50	50	limapul	limapul	
613	Tijoor	Südofter-Inseln	50	50	50	limutja	limutja	
613	Watubella	Südofter-Inseln	50	50	50	lima utuha	lima utuha	
613	Goram	Südofter-Inseln	50	50	50	liemwutja	liemwutja	
613	Karufa	Neuguinea	50	50	50	siumput-rimi	siumput-rimi	
613	Nufoor	Neuguinea	50	50	50	samfur-di-rim	samfur-di-rim	
613	Andai	Neuguinea	50	50	50	remetau-meswai	remetau-meswai	
613	Malaienländer	Sumātra	9	9	9	sembielan	sembielan	
613	Singkel	Sumātra	9	9	9	siwah	siwah	
613	Banjak-Inseln	Inselgruppen weftlich von Sumātra	9	9	9	siwah	siwah	
613	Mentawej-Inseln	Inselgruppen weftlich von Sumātra	9	9	9	siwa	siwa	
613	Nias	Inselgruppen weftlich von Sumātra	9	9	9	siwa	siwa	
613	Engano	Inselgruppen weftlich von Sumātra	9	9	9	alieba-aoza	alieba-aoza	
613	Gorontalo	Selēbes	9	9	9	otiejo	otiejo	
613	Togean-Inseln	Selēbes	9	9	9	tjieo	tjieo	
613	Wammer	Aru-Inseln	9	9	9	téra	téra	
613	Wonumbai	Aru-Inseln	9	9	9	térei	térei	
613	Trangan	Aru-Inseln	9	9	9	sehra	sehra	
613	Koor	Südofter-Inseln	9	9	9	siwah	siwah	
613	Tijoor	Südofter-Inseln	9	9	9	sia	sla	sia
613	Watubella	Südofter-Inseln	9	9	9	sia	sia	
613	Goram	Südofter-Inseln	9	9	9	sia	sla	sia
613	Karufa	Neuguinea	9	9	9	rim-bahdi	rim-bahdi	
613	Nufoor	Neuguinea	9	9	9	siuh	siuh	
613	Andai	Neuguinea	9	9	9	kastaar	kastaar	
613	Hattam	Neuguinea	9	9	9	briwémenui	briwémenui	
